sample_id,sample_age_rep,harvest_time
lea_Spec4_diverse_ED02434.asd.ref,MR20_o_2,ED
lea_Spec4_diverse_ED02435.asd.ref,MR20_o_2,ED
lea_Spec4_diverse_ED02436.asd.ref,MR20_o_2,ED
lea_Spec4_diverse_ED02437.asd.ref,MR20_o_2,ED
lea_Spec4_diverse_ED02438.asd.ref,MR20_o_2,ED
lea_Spec4_diverse_ED02439.asd.ref,MR20_o_2,ED
lea_Spec4_diverse_ED02440.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02441.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02442.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02443.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02444.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02445.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02446.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02447.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02448.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02449.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02450.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02451.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02452.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02453.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02454.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02455.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02456.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02457.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02458.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02459.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02470.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02471.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02472.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02473.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02474.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02475.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02476.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02477.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02478.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02479.asd.ref,MR20_o_3,ED
lea_Spec4_diverse_ED02480.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02481.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02482.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02483.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02484.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02485.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02486.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02487.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02488.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02489.asd.ref,MR20_m_1,ED
lea_Spec4_diverse_ED02490.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02491.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02492.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02493.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02494.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02495.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02496.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02497.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02498.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02499.asd.ref,MR20_m_2,ED
lea_Spec4_diverse_ED02500.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02501.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02502.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02503.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02504.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02505.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02506.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02507.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02508.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02509.asd.ref,MR20_m_3,ED
lea_Spec4_diverse_ED02510.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02511.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02512.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02513.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02514.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02515.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02516.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02517.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02518.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02519.asd.ref,MR20_m_4,ED
lea_Spec4_diverse_ED02520.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02521.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02522.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02523.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02524.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02525.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02526.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02527.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02528.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02529.asd.ref,WEISS,ED
lea_Spec4_diverse_ED02530.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02531.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02532.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02533.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02534.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02535.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02536.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02537.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02538.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02539.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED02550.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02551.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02552.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02553.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02554.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02555.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02556.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02557.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02558.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02559.asd.ref,MR20_m_5,ED
lea_Spec4_diverse_ED02560.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02561.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02562.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02563.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02564.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02565.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02566.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02567.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02568.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02569.asd.ref,MR20_m_6,ED
lea_Spec4_diverse_ED02580.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02581.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02582.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02583.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02584.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02585.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02586.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02587.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02588.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02589.asd.ref,MR20_m_7,ED
lea_Spec4_diverse_ED02590.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02591.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02592.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02593.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02594.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02595.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02596.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02597.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02598.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02599.asd.ref,MR20_m_8,ED
lea_Spec4_diverse_ED02600.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02601.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02602.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02603.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02604.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02605.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02606.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02607.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02608.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_ED02609.asd.ref,MR20_m_9,ED
lea_Spec4_diverse_EN00000.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00001.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00002.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00003.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00004.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00005.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00006.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00007.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00008.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00009.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00010.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00011.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00012.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00013.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00014.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00015.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00016.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00017.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00018.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00019.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00020.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00021.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00022.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00023.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00024.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00025.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00026.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00027.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00028.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00029.asd.ref,MR8_y_1,EN
lea_Spec4_diverse_EN00030.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00031.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00032.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00033.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00034.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00035.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00036.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00037.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00038.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00039.asd.ref,MR8_y_2,EN
lea_Spec4_diverse_EN00040.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00041.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00042.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00043.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00044.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00045.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00046.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00047.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00048.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00049.asd.ref,MR8_y_3,EN
lea_Spec4_diverse_EN00050.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00051.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00052.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00053.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00054.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00055.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00056.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00057.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00058.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00059.asd.ref,MR8_o_1,EN
lea_Spec4_diverse_EN00060.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00061.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00062.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00063.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00064.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00065.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00066.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00067.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00068.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00069.asd.ref,MR8_o_2,EN
lea_Spec4_diverse_EN00070.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00071.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00072.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00073.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00074.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00075.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00076.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00077.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00078.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00079.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00080.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00081.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00082.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00083.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00084.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00085.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00086.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00087.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00088.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00089.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00090.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00091.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00092.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00093.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00094.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00095.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00096.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00097.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00098.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00099.asd.ref,MR8_o_3,EN
lea_Spec4_diverse_EN00100.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00101.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00102.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00103.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00104.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00105.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00106.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00107.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00108.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00109.asd.ref,MR8_m_1,EN
lea_Spec4_diverse_EN00110.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00111.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00112.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00113.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00114.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00115.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00116.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00117.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00118.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00119.asd.ref,MR8_m_2,EN
lea_Spec4_diverse_EN00120.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00121.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00122.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00123.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00124.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00125.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00126.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00127.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00128.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00129.asd.ref,MR8_m_3,EN
lea_Spec4_diverse_EN00130.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00131.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00132.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00133.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00134.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00135.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00136.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00137.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00138.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00139.asd.ref,MR8_m_4,EN
lea_Spec4_diverse_EN00140.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00141.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00142.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00143.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00144.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00145.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00146.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00147.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00148.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00149.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00150.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00151.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00152.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00153.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00154.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00155.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00156.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00157.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00158.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00159.asd.ref,SCHWRZ,EN
lea_Spec4_diverse_EN00160.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00161.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00162.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00163.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00164.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00165.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00166.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00167.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00168.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00169.asd.ref,MR8_m_5,EN
lea_Spec4_diverse_EN00170.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00171.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00172.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00173.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00174.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00175.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00176.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00177.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00178.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00179.asd.ref,MR8_m_6,EN
lea_Spec4_diverse_EN00180.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00181.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00182.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00183.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00184.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00185.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00186.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00187.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00188.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00189.asd.ref,MR8_m_7,EN
lea_Spec4_diverse_EN00190.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00191.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00192.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00193.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00194.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00195.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00196.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00197.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00198.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00199.asd.ref,MR8_m_8,EN
lea_Spec4_diverse_EN00200.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00201.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00202.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00203.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00204.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00205.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00206.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00207.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00208.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00209.asd.ref,MR8_m_9,EN
lea_Spec4_diverse_EN00210.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00211.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00212.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00213.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00214.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00215.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00216.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00217.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00218.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00219.asd.ref,WEISS,EN
lea_Spec4_diverse_EN00220.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00221.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00222.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00223.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00224.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00225.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00226.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00227.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00228.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00229.asd.ref,SCHWARZ,EN
lea_Spec4_diverse_EN00230.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00231.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00232.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00233.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00234.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00235.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00236.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00237.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00238.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00239.asd.ref,MR20_y_1,EN
lea_Spec4_diverse_EN00240.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00241.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00242.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00243.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00244.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00245.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00246.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00247.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00248.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00249.asd.ref,MR20_y_2,EN
lea_Spec4_diverse_EN00250.asd.ref,MR20_y_3,EN
lea_Spec4_diverse_EN00251.asd.ref,MR20_y_4,EN
lea_Spec4_diverse_EN00252.asd.ref,MR20_y_5,EN
lea_Spec4_diverse_EN00253.asd.ref,MR20_y_6,EN
lea_Spec4_diverse_EN00254.asd.ref,MR20_y_7,EN
lea_Spec4_diverse_EN00255.asd.ref,MR20_y_8,EN
lea_Spec4_diverse_EN00256.asd.ref,MR20_y_9,EN
lea_Spec4_diverse_EN00257.asd.ref,MR20_y_10,EN
lea_Spec4_diverse_EN00258.asd.ref,MR20_y_11,EN
lea_Spec4_diverse_EN00259.asd.ref,MR20_y_12,EN
lea_Spec4_diverse_EN00260.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00261.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00262.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00263.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00264.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00265.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00266.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00267.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00268.asd.ref,MR20_o_1,EN
lea_Spec4_diverse_EN00269.asd.ref,MR20_o_1,EN
