sample_id,sample_age_rep,harvest_time
lea_Spec4_diverse_ED01046.asd.ref,LE1619_m_6,ED
lea_Spec4_diverse_ED01047.asd.ref,LE1619_m_6,ED
lea_Spec4_diverse_ED01048.asd.ref,LE1619_m_6,ED
lea_Spec4_diverse_ED01049.asd.ref,LE1619_m_6,ED
lea_Spec4_diverse_ED01050.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01051.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01052.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01053.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01054.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01055.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01056.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01057.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01058.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01059.asd.ref,LE1619_m_7,ED
lea_Spec4_diverse_ED01060.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01061.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01062.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01063.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01064.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01065.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01066.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01067.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01068.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01069.asd.ref,LE1619_m_8,ED
lea_Spec4_diverse_ED01070.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01071.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01072.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01073.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01074.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01075.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01076.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01077.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01078.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01079.asd.ref,LE1619_m_9,ED
lea_Spec4_diverse_ED01080.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01081.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01082.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01083.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01084.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01085.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01086.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01087.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01088.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01089.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01090.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01091.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01092.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01093.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01094.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01095.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01096.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01097.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01098.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01099.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01100.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01101.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01102.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01103.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01104.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01105.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01106.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01107.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01108.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01109.asd.ref,LE2622_y_1,ED
lea_Spec4_diverse_ED01110.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01111.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01112.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01113.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01114.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01115.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01116.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01117.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01118.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01119.asd.ref,LE2622_y_2,ED
lea_Spec4_diverse_ED01120.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01121.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01122.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01123.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01124.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01125.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01126.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01127.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01128.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01129.asd.ref,LE2622_y_3,ED
lea_Spec4_diverse_ED01130.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01131.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01132.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01133.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01134.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01135.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01136.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01137.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01138.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01139.asd.ref,LE2622_o_1,ED
lea_Spec4_diverse_ED01140.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01141.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01142.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01143.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01144.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01145.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01146.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01147.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01148.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01149.asd.ref,LE2622_o_2,ED
lea_Spec4_diverse_ED01150.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01151.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01152.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01153.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01154.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01155.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01156.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01157.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01158.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01159.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01160.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01161.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01162.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01163.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01164.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01165.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01166.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01167.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01168.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01169.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01170.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01171.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01172.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01173.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01174.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01175.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01176.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01177.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01178.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01179.asd.ref,LE2622_o_3,ED
lea_Spec4_diverse_ED01180.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01181.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01182.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01183.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01184.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01185.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01186.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01187.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01188.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01189.asd.ref,LE2622_m_1,ED
lea_Spec4_diverse_ED01190.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01191.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01192.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01193.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01194.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01195.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01196.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01197.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01198.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01199.asd.ref,LE2622_m_2,ED
lea_Spec4_diverse_ED01200.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01201.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01202.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01203.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01204.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01205.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01206.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01207.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01208.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01209.asd.ref,LE2622_m_3,ED
lea_Spec4_diverse_ED01210.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01211.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01212.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01213.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01214.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01215.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01216.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01217.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01218.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01219.asd.ref,LE2622_m_4,ED
lea_Spec4_diverse_ED01220.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01221.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01222.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01223.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01224.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01225.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01226.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01227.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01228.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01229.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01230.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01231.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01232.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01233.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01234.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01235.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01236.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01237.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01238.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01239.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01240.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01241.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01242.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01243.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01244.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01245.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01246.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01247.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01248.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01249.asd.ref,LE2622_m_5,ED
lea_Spec4_diverse_ED01250.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01251.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01252.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01253.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01254.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01255.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01256.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01257.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01258.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01259.asd.ref,LE2622_m_6,ED
lea_Spec4_diverse_ED01260.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01261.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01262.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01263.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01264.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01265.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01266.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01267.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01268.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01269.asd.ref,LE2622_m_7,ED
lea_Spec4_diverse_ED01270.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01271.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01272.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01273.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01274.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01275.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01276.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01277.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01278.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01279.asd.ref,LE2622_m_8,ED
lea_Spec4_diverse_ED01280.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01281.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01282.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01283.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01284.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01285.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01286.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01287.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01288.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01289.asd.ref,LE2622_m_9,ED
lea_Spec4_diverse_ED01290.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01291.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01292.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01293.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01294.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01295.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01296.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01297.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01298.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01299.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01300.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01301.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01302.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01303.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01304.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01305.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01306.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01307.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01308.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01309.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01310.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01311.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01312.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01313.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01314.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01315.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01316.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01317.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01318.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01319.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01320.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01321.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01322.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01323.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01324.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01325.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01326.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01327.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01328.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01329.asd.ref,GH129_y_1,ED
lea_Spec4_diverse_ED01330.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01331.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01332.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01333.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01334.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01335.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01336.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01337.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01338.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01339.asd.ref,GH129_y_2,ED
lea_Spec4_diverse_ED01340.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01341.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01342.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01343.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01344.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01345.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01346.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01347.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01348.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01349.asd.ref,GH129_y_3,ED
lea_Spec4_diverse_ED01350.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01351.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01352.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01353.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01354.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01355.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01356.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01357.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01358.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01359.asd.ref,GH129_o_1,ED
lea_Spec4_diverse_ED01360.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01361.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01362.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01363.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01364.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01365.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01366.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01367.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01368.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01369.asd.ref,GH129_o_2,ED
lea_Spec4_diverse_ED01370.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01371.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01372.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01373.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01374.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01375.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01376.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01377.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01378.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01379.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01380.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01381.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01382.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01383.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01384.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01385.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01386.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01387.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01388.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01389.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01390.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01391.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01392.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01393.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01394.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01395.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01396.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01397.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01398.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01399.asd.ref,GH129_o_3,ED
lea_Spec4_diverse_ED01400.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01401.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01402.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01403.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01404.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01405.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01406.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01407.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01408.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01409.asd.ref,GH129_m_1,ED
lea_Spec4_diverse_ED01410.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01411.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01412.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01413.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01414.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01415.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01416.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01417.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01418.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01419.asd.ref,GH129_m_2,ED
lea_Spec4_diverse_ED01420.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01421.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01422.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01423.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01424.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01425.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01426.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01427.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01428.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01429.asd.ref,GH129_m_3,ED
lea_Spec4_diverse_ED01430.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01431.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01432.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01433.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01434.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01435.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01436.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01437.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01438.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01439.asd.ref,GH129_m_4,ED
lea_Spec4_diverse_ED01440.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01441.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01442.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01443.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01444.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01445.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01446.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01447.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01448.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01449.asd.ref,WEISS,ED
lea_Spec4_diverse_ED01450.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01451.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01452.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01453.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01454.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01455.asd.ref,SCHWARZ,ED
lea_Spec4_diverse_ED01456.asd.ref,SCHWARZ,ED
