wavelength,vip,model,coef
1872,0.7239089036293532,PLSR starch,0.2384340661035273
2388,0.7237832440934308,PLSR starch,0.21033324671715264
2404,0.7236436509375583,PLSR starch,-0.5426842100983613
2412,0.7212421033655607,PLSR starch,-0.3963505742451725
2416,0.7194746590597542,PLSR starch,-0.08930720937428345
2024,0.7158642669036058,PLSR starch,0.08123626365905116
2300,0.7102434859631309,PLSR starch,0.3714519417535168
1880,0.7091795879223268,PLSR starch,0.20639785572854327
2376,0.7065628472860284,PLSR starch,0.30925117703443106
1876,0.7060263718189703,PLSR starch,0.22138290737198407
2048,0.702806062693753,PLSR starch,-0.38851299771738046
2028,0.701227991058655,PLSR starch,0.0622469698890096
2032,0.6988867758764161,PLSR starch,-0.10523477641903296
400,0.6988340137325553,PLSR starch,-0.30848284264840536
2348,0.6968469959006796,PLSR starch,0.38839810635616057
2036,0.6939488474364226,PLSR starch,-0.14236618711990356
2372,0.6908102470037525,PLSR starch,0.11544861609557529
2400,0.6899160658816308,PLSR starch,-0.2792030490958977
2360,0.6892190871345198,PLSR starch,0.12025783294792144
2352,0.6874115634546286,PLSR starch,0.1893956382921756
2356,0.6793193245586747,PLSR starch,0.024435712901023074
2040,0.6782681503552863,PLSR starch,-0.08761783234169748
2044,0.6762486327122856,PLSR starch,-0.14219558778372937
2368,0.6762144402213753,PLSR starch,-0.006607339844881738
2312,0.6711039651042885,PLSR starch,-0.43474800815072984
2384,0.6699609046971834,PLSR starch,0.02154284349390188
708,0.6685322396859974,PLSR starch,-0.1758545105834092
2364,0.6673378334723983,PLSR starch,-0.0902717241223573
2316,0.6646154817680036,PLSR starch,-0.2448850018647095
2304,0.6644926161948136,PLSR starch,-0.21734110290947248
2380,0.6644716093388532,PLSR starch,-0.1277980804571037
2308,0.6598418997291727,PLSR starch,-0.3618383794369194
2320,0.6438039187443683,PLSR starch,0.07240666220449313
